ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
1200
ITEM: BOX BOUNDS pp pp pp
-4.4919104223854296e+00 4.4919104223854296e+00
-4.4919104223854296e+00 4.4919104223854296e+00
-4.4919104223854296e+00 4.4919104223854296e+00
ITEM: ATOMS id f_aveg_velocity_dist[1] f_aveg_velocity_dist[2] f_aveg_velocity_dist[3]
1033 1.31023 0.570814 0.581567
1041 -2.69216 -0.110276 -0.150122
313 0.827853 -0.269217 0.25073
1049 0.519433 0.726855 1.65674
1084 -1.8724 -1.14966 -0.863523
1065 1.88341 0.14672 0.115878
1073 0.568639 -0.0679175 -0.430323
707 -1.17426 -0.322985 -1.06808
1089 -0.92301 0.218495 0.448972
1097 -0.819428 -1.08918 -1.97716
305 -0.687891 -0.322612 0.183738
656 -0.316583 -0.512396 0.456502
322 -0.321175 0.207744 0.218594
716 1.4191 -0.101543 -1.33408
338 -1.28869 -0.468837 -0.0840044
228 -1.396 -1.28381 0.772749
865 0.360463 0.948664 -3.30791
314 0.451917 0.199351 -0.342953
723 -0.110597 -0.882618 -0.473784
847 -4.52729 0.754548 -1.87862
1058 1.28488 -1.30053 1.71025
1066 0.371632 1.43896 -0.765335
1074 -1.2615 1.17507 0.290873
1082 0.169864 -0.469906 0.481532
306 0.223777 -0.96689 0.570901
1135 0.319863 0.36603 0.404711
1034 2.0892 0.550634 -2.22925
1013 0.801815 0.646241 0.341493
339 0.32664 1.75604 1.01316
1019 1.55449 -0.0273831 -1.53286
435 0.763593 -0.197587 -0.108759
1115 -2.27893 1.12018 -0.272271
1035 0.638863 -0.0602307 -1.11795
113 -0.367591 0.74835 -0.229679
636 0.369307 -0.280157 -0.564083
984 1.57102 1.65512 1.14313
1067 -0.82458 0.33825 -0.492715
633 -0.0994981 -1.63258 0.46061
1083 0.434704 -0.223152 -0.0272035
307 -0.0861441 -0.609198 -0.872757
899 1.35304 0.0175425 -0.792936
1198 -1.13659 -0.381666 0.501827
356 -1.32516 -0.808417 0.499876
643 -0.369776 -0.269183 -1.08842
101 0.730728 0.57276 0.0100729
361 0.126183 0.12891 0.899077
340 1.28381 -0.445717 -0.084832
316 0.284185 0.489661 1.04551
620 -0.18466 -0.392542 -0.479566
1036 0.501989 0.80581 -1.49902
194 0.733464 0.160598 -0.295387
1052 0.180972 1.27659 -0.450154
917 0.665846 0.100524 -0.0523204
660 2.69935 1.63631 0.680788
308 2.20423 1.43492 0.0576404
198 -0.146209 0.429218 -0.858088
1092 0.250369 -1.77831 -0.826099
1163 -0.868741 0.984397 2.22975
1050 1.3457 -1.23292 0.876013
325 -0.86966 0.701071 0.763278
333 -0.524496 0.242518 -0.324717
327 -1.15457 -0.363255 -0.700829
700 -0.486189 0.89356 0.238105
1029 0.383799 1.41988 1.00495
1072 1.16566 -0.199296 0.0768893
1045 0.539831 -0.29164 -0.428166
1053 0.283429 0.131351 -0.288681
1061 0.748298 -0.910175 1.76308
140 -0.538364 0.637311 0.339085
309 -0.228256 1.40454 0.0890235
1051 -1.26964 -0.448175 1.69153
487 -0.965479 -0.711359 1.43072
1093 2.15778 0.549148 1.13523
141 -1.03914 0.668757 -0.109851
626 -1.28315 0.24242 -0.671452
415 0.303604 0.967365 -0.934717
319 0.711232 -0.526112 1.03368
1015 -0.000830688 0.433436 0.605734
330 -1.06361 0.798057 0.142221
1043 0.369546 -2.82768 0.612568
311 -1.05751 -0.192042 1.06415
130 0.10089 0.65372 0.934498
193 0.238829 -0.565297 -1.29856
1063 1.94209 -0.771253 -0.825368
383 0.26111 -0.129029 0.144418
326 -0.204863 0.230724 1.86251
148 0.914927 -0.136308 -0.0128393
1076 -1.76971 1.72275 1.25245
918 -0.0481778 -0.534158 1.80803
464 1.76887 -1.26128 -0.161867
1094 0.185582 -1.72124 -1.20164
116 -0.0898055 2.32847 -1.24893
646 0.812084 -1.18361 0.782733
324 -1.09006 0.00374254 -0.468676
349 0.982843 0.957586 0.194621
695 -0.265523 -0.918338 0.593288
354 -0.897417 0.419702 -0.702316
1197 0.288406 -0.871131 0.0920306
866 -0.795952 -0.440642 -0.388902
1098 0.995584 -0.618503 -1.53414
438 -0.706696 -0.100236 1.18425
329 -0.0336378 -0.762321 0.300182
290 -0.139763 -0.378656 -0.0129862
458 -0.777961 -0.422238 -0.625701
777 0.242362 -0.0392226 -0.90636
355 -0.691387 1.3488 0.562119
834 0.121371 -0.687766 -0.754006
343 -0.502531 -0.827108 -0.129165
1199 -0.109567 -0.205484 -0.917611
102 -0.326062 -0.155391 -0.467471
1039 -0.176319 -1.12762 1.07311
1175 -0.353078 0.0611019 -0.0839217
1167 1.0775 -1.82904 -1.05868
396 -0.192833 -1.5846 0.255859
807 -0.272899 0.552271 1.77065
745 2.77131 -0.738365 0.0572552
271 0.155385 -0.380683 -0.235433
293 -0.514396 0.42583 -0.513789
1127 0.323933 -0.222696 0.46267
798 -0.550091 -1.40272 -0.419277
1111 -0.164956 -0.351694 1.03761
774 -2.21119 -0.52612 0.31546
391 1.04751 -0.222884 -1.11959
782 -1.0428 1.27148 1.2858
1134 -1.49072 0.445733 0.398633
363 -1.33395 0.609384 -0.0148043
367 0.63134 0.281833 -1.37349
1028 0.00844833 0.461203 -0.908654
1183 0.213874 -0.443058 -0.860587
376 1.3002 0.359294 1.0731
384 1.03838 0.93764 0.399081
1137 0.0399907 3.21896 0.0617609
392 1.25712 0.132965 0.603495
797 -1.04388 -0.406417 0.382899
1120 1.50606 -1.19691 1.61009
1148 0.867279 0.578246 1.86891
1080 -1.67924 0.765912 -1.53546
776 0.915563 1.25271 -0.596191
352 1.04243 -0.0479572 0.74751
854 -0.614962 -0.535865 1.14853
784 0.888517 -1.1605 -0.789153
1168 0.914886 1.44554 -0.187297
1176 1.67837 -0.227468 -2.01833
1044 -0.89453 0.334278 -0.566685
1192 0.462065 0.711882 2.26104
388 -1.09084 0.678299 -1.00612
344 0.554372 0.00769413 -0.758825
358 -0.883907 -0.630161 0.361978
1119 3.02762 0.563623 0.556223
1069 0.773968 1.8524 0.150062
180 0.453514 0.216502 -0.831303
1102 0.125113 -1.73802 -1.28568
371 -0.0809738 -0.378954 1.32872
377 0.71044 0.141203 -1.2444
561 -0.583512 -0.185627 1.45696
1105 -1.78139 1.09427 2.16612
1113 1.11902 -0.0581223 -0.0811166
1121 0.259129 1.57858 -0.682348
1103 -0.855278 1.64734 0.158284
821 1.81894 0.830538 1.99969
981 -0.24638 -0.0428926 -0.0377175
1145 -0.794977 0.225725 -1.07948
165 -0.285518 -0.435979 -0.500894
1161 0.75736 1.51878 -1.76332
1169 -1.44796 -0.415254 0.901445
982 1.36617 0.432132 0.964342
1047 0.422834 -0.527689 -0.183241
186 -0.346262 -0.254218 0.00449301
345 -0.337458 -0.1068 0.83714
260 1.5921 -0.23099 -0.572701
972 0.22918 -0.860719 -0.749704
1155 1.01957 -0.760731 1.49135
378 0.211872 0.201212 1.17109
386 -0.16869 -0.103194 -0.318092
590 -0.175246 -2.58641 0.968442
1106 -0.687517 -0.479795 -0.403748
1131 -0.627122 0.5808 0.159615
1130 2.16256 0.513268 -0.138841
342 -0.0434397 0.0717593 0.108667
1138 -0.885589 0.667162 0.107376
1146 0.21879 -1.36968 0.375987
1154 1.16543 0.78839 1.95851
1162 0.288858 -1.56235 1.77904
762 -0.743808 -1.48597 -1.00538
788 0.0483924 -1.40196 -0.305744
346 -0.258651 0.590361 1.04676
318 -0.242138 -0.211694 -1.48743
1016 -0.104765 -0.910873 -1.5899
379 0.504308 -0.653357 -0.566399
772 -0.320148 0.454806 0.891975
395 0.447707 1.3784 -0.681544
1099 -1.25144 -1.71202 1.4522
1107 2.27513 -1.08223 -0.604853
195 1.18256 0.182226 -0.968551
369 -0.0715718 -0.281059 0.0660537
1118 1.35531 0.438351 0.783638
819 -0.373237 0.0881847 0.829981
1139 0.472036 -1.57097 -0.0526939
1147 0.439434 -0.877533 2.69979
790 0.179483 1.64156 -3.38725
791 -0.794463 0.977768 -0.279895
1179 -1.83858 0.987324 -2.01237
347 0.254537 0.366255 0.0368968
1181 -0.829955 2.08355 1.7639
1195 -0.699329 1.78325 -0.680735
368 0.57991 0.469947 0.930849
364 -0.995823 -0.715624 0.279009
1057 0.417203 1.99725 0.235126
1110 0.567653 -2.23687 0.624674
171 -0.309787 -1.23557 0.685256
192 0.209394 0.0180423 0.525752
1108 0.393148 0.774311 0.0366546
1085 0.259875 -1.42705 0.0339213
993 -1.71374 0.464026 1.2539
1124 -0.196208 -0.108504 1.55482
174 -2.03021 -0.284589 1.02131
1140 -0.790231 1.09761 -0.263882
315 1.36853 0.028915 0.474395
1156 1.47926 -0.687077 0.372491
114 0.202777 -1.47186 -0.738617
408 0.245224 -1.62828 -0.751814
348 0.367941 0.276553 -1.14047
1180 -1.62554 -0.415437 -0.530205
382 -0.40598 -0.436971 0.204798
1159 -0.820759 -1.50216 2.66592
166 -1.18966 -0.350224 -0.496278
373 1.55384 0.284403 -0.783481
381 1.2006 -0.899058 -0.744295
389 0.236214 -0.497115 0.306153
1101 -1.01082 0.359255 1.78513
1153 -0.516348 1.71719 1.7728
162 -0.673947 -0.367058 -0.178581
1117 -0.482337 1.15389 -0.00763116
720 -0.581484 -0.975086 -1.36473
1189 0.674117 1.00895 -0.305728
1141 -0.639045 -1.11395 0.901607
742 -0.30911 -0.154519 -2.62878
1157 -0.192278 -0.919498 -1.00739
1165 -2.11676 0.275394 -1.82168
753 -0.206963 1.57359 0.385197
1077 0.573299 1.43914 0.311228
717 0.0276932 -1.28984 -0.576397
1126 0.4779 1.36686 -1.25483
1022 1.69713 -0.521315 1.2765
1184 -0.231716 0.379968 1.31568
1149 1.37771 1.77081 0.267394
923 2.02862 0.138675 0.375435
258 -0.718489 1.00949 -0.985863
757 0.0722238 0.312862 -1.18865
366 1.01466 -0.312632 -0.0507644
1116 -1.02706 -1.0575 -1.38923
176 -0.231468 -0.690319 -1.03485
1020 0.430893 -0.83246 1.38885
1046 0.0514918 -0.959617 1.76464
